3491,2,41,12,40,9,68,438,5,438,3
3469,2,62,83,22,60,20,0,7,185,1
633,2,41,12,40,60,60,207,5,312,2
1972,6,44,62,99,20,55,345,3,337,3
893,2,62,98,54,32,20,202,2,176,3
1159,0,65,77,116,82,7,21,4,337,2
2016,2,62,44,75,32,105,124,5,31,2
3462,3,63,139,122,20,74,333,2,36,2
309,6,7,12,3,60,106,373,2,370,1
960,3,25,29,60,60,101,441,4,108,2
1594,4,7,12,16,9,85,207,5,73,2
3873,4,3,41,109,60,60,155,7,241,3
3128,8,65,78,113,0,90,221,0,161,2
754,4,7,41,60,82,76,65,2,385,1
1170,2,62,44,106,60,5,342,2,282,2
3337,8,3,74,104,9,60,0,6,64,2
3032,8,3,44,10,77,20,0,1,334,3
3196,5,2,41,10,20,36,119,2,424,1
1136,4,65,112,139,82,60,0,7,31,1
1599,2,7,110,99,90,68,207,5,207,2
3804,4,7,77,93,60,68,207,5,239,2
2293,2,41,12,109,9,60,111,6,153,2
1100,6,63,41,6,9,53,207,5,454,1
3684,7,25,105,111,18,37,456,2,310,2
222,2,65,105,77,36,7,221,2,337,2
1737,7,65,26,43,60,105,207,5,91,2
143,6,65,12,3,60,68,207,5,171,3
3032,8,62,62,35,18,92,190,7,334,1
3733,3,3,41,6,32,92,342,5,96,1
415,6,3,44,126,60,60,207,5,38,1
3925,8,7,44,99,60,7,155,2,455,1
2708,2,65,12,3,0,45,65,6,289,3
3086,8,3,44,113,6,90,65,1,110,2
3631,2,7,44,40,20,7,221,7,420,3
97,6,65,41,88,60,90,172,7,223,1
429,3,7,75,16,32,92,65,1,411,2
3670,2,7,12,56,60,45,65,2,337,2
734,2,7,12,40,60,68,65,5,168,2
1000,7,62,62,60,82,100,63,7,353,3
2050,2,7,12,88,20,45,28,2,353,3
1647,6,3,62,56,0,45,124,2,192,3
1614,2,41,29,88,9,106,111,2,384,1
1441,2,3,44,88,60,20,124,1,194,2
1100,4,65,12,22,60,106,172,4,454,2
2975,2,62,44,126,20,60,269,1,353,2
499,1,25,83,6,77,68,207,5,155,1
3720,6,7,132,116,77,0,405,5,42,2
3014,2,63,71,139,60,42,78,2,133,3
2335,2,3,44,122,60,45,65,2,455,3
3609,4,7,78,93,60,68,207,5,42,2
2045,4,7,12,109,60,92,155,1,256,2
2655,6,7,12,113,82,7,65,7,337,3
1745,7,65,29,14,32,18,65,5,176,1
1665,2,3,12,126,60,60,221,1,183,2
2323,8,3,83,40,32,60,155,7,15,3
3383,6,3,41,88,60,45,221,7,391,1
2069,4,3,44,126,6,100,65,2,424,2
325,3,65,133,88,83,65,262,7,140,2
349,7,3,12,100,60,5,380,2,370,2
912,4,63,83,104,32,68,408,5,23,1
3179,8,7,112,117,82,68,207,5,103,2
1994,8,7,12,117,77,60,65,1,152,1
3583,8,41,12,109,50,12,65,3,161,3
228,2,44,33,3,18,100,202,3,190,2
410,4,63,83,116,9,68,207,5,205,1
943,6,65,149,6,82,72,28,4,140,2
2588,2,41,83,113,82,106,28,2,289,3
3088,2,7,12,35,60,105,221,7,56,1
1142,0,62,62,88,6,90,155,6,435,1
1134,4,65,52,35,77,45,28,7,53,2
2040,2,44,54,109,60,90,190,3,65,3
623,2,62,25,6,20,68,207,5,370,2
2690,4,62,8,122,50,5,0,5,315,2
3091,3,3,125,104,83,60,221,7,79,2
2625,2,63,29,54,60,7,207,5,161,1
723,4,7,44,117,20,45,221,6,169,3
886,3,37,74,93,60,68,207,5,161,2
2616,6,65,105,22,9,0,207,5,339,1
314,2,62,44,3,60,45,155,7,337,3
2230,8,3,77,16,0,68,0,5,353,3
3641,4,2,83,50,0,72,207,5,112,1
37,2,7,83,99,82,68,65,5,176,3
534,4,65,75,117,18,106,143,2,433,3
4100,2,41,105,117,60,65,28,7,289,2
2030,6,3,44,16,62,60,65,3,50,3
2870,8,41,105,113,82,7,448,5,95,3
47,6,62,44,22,0,45,63,7,192,2
956,6,3,62,6,82,92,362,6,363,2
1270,2,3,83,122,60,105,373,6,171,1
3322,2,25,35,35,60,32,207,5,265,1
3703,2,62,44,131,32,106,269,2,381,2
2239,3,3,41,43,60,92,0,7,267,3
3094,0,7,12,125,82,105,234,1,412,1
1983,2,3,75,107,60,60,0,7,161,2
1378,3,44,83,116,60,92,345,1,147,1
2420,0,41,60,137,6,7,172,6,332,3
2243,4,63,105,54,9,36,207,5,156,3
4090,4,41,150,3,32,68,207,5,1,2
536,6,62,62,117,18,68,207,5,353,2
454,2,62,62,40,60,92,190,2,18,2
874,2,66,46,88,20,68,207,5,335,1
1553,4,65,25,126,0,106,221,2,0,3
2224,3,3,44,122,6,45,221,7,0,2
122,2,3,44,56,32,60,155,6,370,2
1272,2,3,49,104,6,100,228,7,337,2
2390,3,7,41,6,9,64,207,5,142,1
207,2,62,62,56,18,92,455,7,0,2
1293,2,3,12,6,82,60,455,6,345,3
47,2,41,29,6,60,7,438,7,192,2
3163,4,62,8,3,0,90,122,7,265,2
2478,7,44,98,122,18,11,263,5,73,2
3427,3,25,107,57,36,70,207,5,108,2
3580,6,62,62,122,20,60,207,5,161,2
3093,4,3,40,110,6,12,123,7,370,2
3282,3,62,12,6,6,92,0,1,440,2
2177,2,65,105,77,9,45,172,5,152,2
2818,2,62,41,122,60,11,134,4,175,1
302,6,62,44,111,9,45,207,5,108,2
220,4,3,83,56,90,68,207,5,64,2
2011,4,65,73,75,60,106,221,2,216,3
4030,7,44,62,137,19,20,17,7,406,2
247,0,3,41,113,60,7,304,1,312,1
1001,8,65,121,97,82,65,228,2,460,3
1249,2,7,105,122,60,92,150,7,364,2
500,7,7,44,122,60,90,65,1,361,3
338,2,63,105,10,9,68,207,5,353,1
3132,0,37,44,93,60,68,207,5,370,2
3807,2,7,74,40,60,60,207,5,68,3
3091,4,63,78,10,60,18,519,2,79,2
880,4,7,44,88,32,65,373,2,363,2
2118,3,41,41,40,60,52,408,7,176,1
2424,7,44,112,122,50,11,233,3,350,2
2458,4,62,75,116,32,11,134,1,22,2
680,8,3,44,117,82,68,373,5,424,2
1700,2,62,62,113,60,20,269,7,455,3
601,7,25,130,68,6,101,509,2,95,2
611,2,62,44,122,82,60,269,7,242,3
3991,3,3,74,75,0,90,228,6,56,2
3465,3,3,44,80,60,92,0,6,174,2
239,2,3,44,113,32,105,379,1,88,2
2661,7,7,44,80,20,106,65,2,176,3
1096,4,65,26,56,9,74,217,4,300,2
266,2,44,62,3,60,20,342,7,289,2
2697,6,44,44,77,0,92,342,7,161,1
3825,7,3,54,34,60,68,228,5,79,3
3724,5,7,108,53,60,90,0,7,31,3
2858,2,62,44,56,18,105,202,4,364,1
219,6,62,75,88,32,60,134,2,6,2
3764,2,44,62,117,60,20,342,1,115,2
2480,2,65,83,3,60,68,207,5,64,3
894,3,65,26,35,32,105,221,5,328,3
1226,2,41,12,93,60,68,207,5,435,3
2268,3,7,78,57,32,7,237,5,353,3
3636,0,41,132,99,60,7,373,2,340,1
2340,2,41,12,109,60,106,373,2,337,3
2116,0,3,49,43,60,45,0,7,239,1
1840,2,7,44,56,60,45,221,6,303,3
3580,4,65,12,87,60,7,65,7,161,2
1858,2,7,44,16,20,65,65,7,185,3
1818,2,3,83,107,60,92,389,6,353,1
737,8,7,74,111,6,60,183,7,300,2
3795,2,3,44,109,60,100,207,5,11,2
90,3,63,29,116,32,83,262,2,304,1
1314,3,7,152,43,60,60,373,1,152,2
1941,5,65,41,10,9,81,28,5,62,1
2007,2,44,62,93,60,68,207,5,45,2
3757,3,41,97,16,90,106,187,2,300,2
3672,6,3,44,107,82,60,0,7,98,2
2543,3,3,12,99,60,68,207,5,211,1
2639,2,7,77,109,60,105,172,2,95,2
2565,3,63,41,77,77,72,207,5,64,1
1603,2,3,62,57,60,60,202,3,441,3
244,2,3,12,107,60,85,0,1,300,1
2848,6,44,62,64,9,5,202,2,342,2
4088,8,62,62,54,77,68,207,5,142,1
3354,3,44,25,43,19,60,202,3,455,2
2687,8,7,12,6,60,45,221,2,219,2
415,2,7,12,88,60,60,469,7,38,2
364,2,3,44,88,19,7,455,2,289,2
3848,2,2,105,10,20,58,172,3,161,2
2314,8,62,83,126,20,68,207,5,64,3
2843,4,7,75,104,18,12,0,4,337,3
2696,6,62,41,126,32,100,276,1,404,1
2550,0,3,9,75,20,105,213,7,52,2
607,6,41,73,56,60,42,172,2,406,2
3487,2,62,41,56,60,20,342,6,136,1
2820,4,65,77,110,82,60,65,2,282,2
741,6,65,26,3,20,105,221,2,45,2
1152,0,7,77,21,32,92,0,6,225,3
1441,8,2,41,109,60,36,366,2,194,2
1001,6,7,112,126,60,45,65,1,460,2
2528,6,44,98,40,18,20,199,3,31,3
3087,2,65,110,113,60,65,373,6,108,3
2147,2,2,29,10,0,70,49,4,136,2
3941,2,44,62,126,0,90,207,5,72,3
3591,2,62,62,107,82,68,124,5,454,2
3237,2,41,113,20,0,7,207,5,196,2
2996,2,41,29,50,82,7,155,0,152,2
4082,8,3,49,43,0,45,155,7,427,2
1000,3,62,12,56,0,68,207,5,353,3
3779,4,41,41,117,60,7,207,5,171,1
790,2,3,49,14,82,60,63,2,176,1
108,2,62,62,99,18,100,63,3,337,3
3611,8,7,83,43,60,68,207,5,440,1
663,0,3,74,139,82,45,155,2,136,2
1663,3,3,44,117,6,85,269,1,348,2
3723,6,3,44,6,82,45,374,7,424,2
981,2,7,12,88,36,92,172,2,337,1
42,8,63,83,122,20,74,333,2,56,1
2097,3,7,77,21,32,45,155,7,355,2
2545,2,3,97,137,9,60,228,7,186,1
754,0,63,105,88,60,12,207,5,385,1
124,2,25,107,116,9,68,207,5,23,3
3434,8,3,74,93,60,68,207,5,64,3
3873,4,7,44,56,60,45,65,6,241,3
2340,2,65,44,3,0,7,373,3,337,2
3202,2,62,12,60,60,92,284,3,334,2
2297,2,7,12,54,6,68,207,5,337,1
170,8,7,12,109,9,68,342,5,239,3
1735,3,65,41,22,6,65,28,7,340,3
2503,4,65,12,104,82,68,207,5,194,2
2264,2,63,29,16,32,7,221,0,110,2
2507,2,7,44,117,9,68,221,5,207,2
3985,5,65,78,116,60,12,111,2,155,3
154,2,41,12,10,90,65,262,6,353,2
2892,2,65,97,107,36,60,28,6,136,2
2945,5,63,52,105,20,81,28,2,447,2
3419,8,3,74,21,20,60,380,7,406,2
2605,6,65,105,56,60,105,172,7,194,1
2082,8,44,62,6,50,92,479,3,453,2
1767,0,41,105,109,50,45,111,2,375,3
2904,0,7,12,21,18,7,65,2,72,1
2426,2,3,62,107,60,92,389,6,103,3
3653,6,7,12,126,60,68,207,5,353,2
927,0,3,62,60,60,105,455,2,62,2
2830,3,7,12,54,9,45,143,5,20,2
1875,6,44,62,122,82,100,410,3,98,3
935,2,7,12,60,0,106,0,4,340,2
2171,2,3,44,122,20,45,155,7,304,3
427,3,3,152,113,60,85,155,5,354,1
635,4,44,98,64,60,11,122,3,64,1
958,6,2,29,109,60,36,161,2,179,3
895,4,41,12,113,90,85,438,5,193,1
848,6,3,112,88,20,45,65,6,435,1
2281,2,3,74,77,82,68,207,5,314,2
3944,6,25,107,99,9,93,207,5,105,3
1014,2,7,44,104,60,26,122,4,312,2
2582,6,65,41,125,77,105,207,5,364,3
1973,6,7,129,77,60,60,380,6,64,3
116,2,3,75,3,82,68,207,5,70,2
68,7,65,12,60,82,45,207,5,265,2
2035,7,3,12,43,60,60,207,5,429,1
3334,7,7,125,122,20,45,269,2,406,2
3576,2,2,29,3,90,74,207,5,176,2
1432,2,3,25,60,32,68,207,5,111,1
2223,2,65,29,14,60,7,363,2,375,1
2902,5,25,122,109,60,102,441,4,322,3
3203,6,63,105,104,9,12,207,5,86,1
131,3,3,9,43,60,105,65,2,21,2
1232,7,44,98,110,36,90,202,1,128,1
3979,6,65,12,93,18,68,207,5,98,2
1365,7,63,71,16,0,74,438,2,454,2
1825,8,44,62,109,32,66,269,6,431,2
3687,3,7,74,109,18,12,455,2,317,3
3799,3,62,33,109,9,68,155,5,255,2
1776,2,65,12,125,32,92,65,6,289,2
3758,6,41,12,56,6,106,262,6,142,3
3725,2,63,120,77,60,12,217,0,455,3
789,2,62,33,111,60,60,342,7,112,2
645,3,3,125,88,32,92,150,6,79,2
3697,2,3,12,56,18,7,155,3,86,1
257,2,7,12,109,60,45,373,2,411,2
597,2,44,62,16,18,11,190,5,337,3
1139,5,63,100,35,9,58,172,0,361,2
2301,2,41,105,109,60,74,172,2,289,3
995,8,62,12,126,36,20,207,5,289,3
2095,2,7,29,21,32,100,305,1,328,1
2962,0,41,26,35,20,106,207,5,390,2
1527,0,62,62,109,20,100,342,2,185,2
2813,8,3,74,131,82,75,455,2,289,1
2244,2,7,74,6,82,65,221,6,334,3
1569,2,3,44,113,32,105,379,5,68,2
2004,4,63,29,16,36,105,207,5,334,3
3841,2,3,75,131,20,105,155,4,391,1
252,8,65,41,3,77,68,172,5,394,1
2915,4,3,74,10,0,68,207,5,337,3
1699,2,44,136,104,0,92,42,3,327,2
1876,2,41,105,57,0,7,440,2,334,2
2135,2,41,105,16,60,7,217,2,353,2
3393,7,65,105,77,60,105,373,2,171,3
924,7,41,25,104,50,18,221,2,262,2
2946,2,7,77,60,90,85,65,1,65,3
2473,7,41,26,104,0,98,221,0,353,2
1187,8,3,112,3,60,90,0,3,339,1
3422,2,62,44,14,0,68,342,5,31,1
2421,2,65,12,109,20,45,172,5,340,1
1187,6,65,75,75,32,90,221,5,339,1
1531,3,25,29,102,77,68,207,5,375,2
3925,3,65,12,3,82,65,221,5,455,2
1053,6,62,62,104,6,20,26,5,370,1
1227,4,65,26,111,60,45,155,5,295,2
2072,2,63,29,16,9,98,217,6,370,2
2826,3,63,60,122,60,7,207,5,337,2
2809,2,3,12,3,60,100,157,7,156,1
1614,2,65,105,3,60,106,111,2,384,1
2530,8,3,44,109,60,45,207,5,20,1
2499,2,7,12,107,36,7,373,1,451,1
3263,5,63,83,107,82,68,207,5,334,3
2902,3,41,150,111,60,60,28,6,322,3
1192,3,3,49,93,60,68,207,5,354,2
2888,1,65,83,57,60,68,207,5,64,1
1519,4,2,83,77,82,7,408,4,76,1
3062,2,66,46,137,36,104,41,2,370,1
649,7,3,77,80,32,11,65,7,130,2
1740,2,65,83,3,82,12,155,4,327,3
2934,8,44,118,77,60,45,190,6,128,1
2015,2,3,63,14,0,0,342,3,265,2
2813,0,63,113,10,0,58,408,2,289,2
798,0,62,62,122,60,92,134,7,450,2
672,4,63,52,122,9,7,78,2,311,3
2710,3,7,12,3,82,90,155,6,174,2
1775,2,7,12,117,82,45,373,7,76,1
2471,7,7,83,100,60,98,65,2,88,1
4,8,65,12,139,9,12,207,5,142,3
205,2,7,44,22,9,68,111,5,411,3
2149,0,7,77,77,60,60,65,7,88,3
2404,4,25,113,111,18,68,207,5,68,2
2017,6,65,12,16,77,65,28,7,115,1
1142,6,7,105,40,20,105,221,2,435,2
1317,2,65,12,77,9,45,221,7,453,2
1716,6,41,12,16,0,68,65,5,111,2
3972,3,41,97,35,60,18,111,0,330,2
2274,2,25,74,99,60,68,207,5,429,2
2379,6,25,35,88,6,67,207,5,79,2
1482,1,62,62,99,19,45,124,3,50,2
1757,3,41,105,99,82,68,207,5,344,1
2885,7,2,29,104,9,68,408,5,446,1
1891,2,7,77,77,6,60,65,2,79,2
2454,4,7,85,116,77,105,373,1,423,2
310,6,3,44,122,82,68,207,5,239,3
3212,2,3,44,113,6,105,155,6,412,2
1676,7,7,12,22,60,60,155,7,65,1
3071,2,3,44,126,60,92,207,5,72,1
2928,2,7,12,88,20,45,111,5,50,2
3541,6,3,41,88,18,45,342,3,284,1
303,5,63,113,113,60,81,207,5,64,1
781,3,62,152,57,60,105,207,5,450,1
2603,8,62,62,139,82,90,134,3,355,2
387,8,3,44,16,0,106,0,4,364,2
2407,3,62,41,77,60,11,426,3,194,3
2568,7,3,74,113,60,5,0,2,298,3
2037,2,63,29,125,18,65,373,6,337,2
652,6,41,97,107,19,30,217,2,370,1
896,4,65,52,111,20,72,65,4,194,2
